zur Inhaltsübersicht;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62361-0030: Bruttomonatsverdienste (ohne Sonderzahlungen) nach beruflichen Tätigkeiten (KldB 2010), April 2023, Vollzeitbeschäftigte, Deutschland insgesamt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Berufliche Tätigkeit (KldB 2010);Bruttomonatsverdienste (ohne Sonderzahlungen);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;insgesamt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Median;"arithm.
Mittel";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Euro;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51534 Überwachung Luftverkehrsbetr. -Experte;(5 870);(8 582);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51543 Überwach.Schiffsverkehrsbetr.-Spezialist;(2 560);(3 001);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51583 Überwach.Verkehrsbetrieb(ssT)-Spezialist;4 860;5 223;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51593 Aufsicht - Überwachung Verkehrsbetrieb;3 773;3 999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51594 Führung - Überwachung Verkehrsbetrieb;(5 273);(5 946);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51613 Verkehrskaufleute - Spezialist;/;/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51614 Verkehrskaufleute - Experte;6 126;6 153;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51622 Speditions-,Logistikkaufleute-Fachkraft;3 518;3 887;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51623 Speditions-,Logistikkaufleute-Spezialist;3 888;4 269;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51624 Speditions-, Logistikkaufleute - Experte;3 447;4 274;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51632 Straßen,Schienenverkehrskaufl.-Fachkraft;3 775;4 041;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51633 Straße,Schienenverkehrskaufl.-Spezialist;.;.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51642 Luftverkehrskaufleute - Fachkraft;3 900;4 049;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51643 Luftverkehrskaufleute - Spezialist;(3 800);(4 201);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51652 Schifffahrtskaufleute - Fachkraft;5 000;5 528;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51653 Schifffahrtskaufleute - Spezialist;(5 806);(6 497);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51662 KurierExpressPostdienstl.kaufl-Fachkraft;4 416;4 333;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51663 KurierExpressPostdienst.kaufl-Spezialist;6 559;7 723;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51694 Führung-Verkehr,Logistik (kaufm.Bereich);5 620;6 445;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52112 Berufskraftfahrer(Pers./PKW.)-Fachkraft;2 201;2 276;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52122 Berufskraftfahrer(Güterv./LKW)-Fachkraft;3 000;3 088;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52132 Bus-, Straßenbahnfahrer/innen-Fachkraft;3 162;3 189;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52182 FahrzeugführerStraßenverk(ssT)-Fachkraft;2 478;2 594;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52202 TriebfahrzeugführEisenbahn(oS)-Fachkraft;3 758;3 862;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52313 PilotenVerkehrsflugzeugführer-Spezialist;11 050;11 093;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52314 Piloten,Verkehrsflugzeugführer - Experte;14 120;14 449;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52383 Fahrzeugführer Flugverk.(ssT)-Spezialist;2 500;3 583;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52384 Fahrzeugführer Flugverkehr (ssT)-Experte;25 630;25 340;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52413 NautSchiffsoffiziere,Kapitäne-Spezialist;5 460;5 389;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52414 Naut.Schiffsoffiziere, Kapitäne-Experte;5 911;6 427;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52422 Schiffsführ.Binnen-,Hafenverk.-Fachkraft;3 278;3 301;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52423 Schiffsführ.Binnen,Hafenverk.-Spezialist;/;/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52512 Führer land-,forstw. Maschinen-Fachkraft;2 865;2 955;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52522 Führer Erdbeweg,verw.Maschinen-Fachkraft;3 445;3 539;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52531 Kranführ., Bediener Hebeeinricht.-Helfer;2 863;2 935;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52532 Kranführ.BedienerHebeeinricht.-Fachkraft;3 654;3 865;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52593 Aufsicht - Bau-, Transportgeräteführung;4 590;4 728;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
53111 Objekt-, Werte-, Personenschutz - Helfer;2 711;2 854;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
53112 Objekt-,Werte-, Personenschutz-Fachkraft;3 260;3 378;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
53122 Arbeitssicherh.,Sich.-technik-Fachkraft;5 198;5 087;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
53123 Arbeitssicherh.,Sich.-technik-Spezialist;4 349;4 604;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
53124 Arbeitssicherh.,Sich.-technik-Experte;5 311;5 721;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
53132 Brandschutz - Fachkraft;3 746;4 005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
53133 Brandschutz - Spezialist;4 390;4 461;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
53134 Brandschutz - Experte;6 032;6 142;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
53142 Badeaufsicht - Fachkraft;3 139;3 219;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
53152 Detektive/Detektivinnen - Fachkraft;/;/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
53162 Inkassobeauftragte - Fachkraft;3 816;3 921;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
53182 Obj.Pers.Brandschutz (ssT)-Fachkraft;(3 752);(4 509);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
53183 Obj.Pers.Brandschutz (ssT)-Spezialist;3 529;3 810;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
53184 Obj.Pers.Brandschutz (ssT)-Experte;5 678;6 198;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
53193 Aufsicht-Objekt,Brandschutz,Arbeitssich.;4 685;4 904;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
53194 Führung-Objekt-,Brandschutz,Arbeitssich.;6 015;6 641;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
53212 Polizeivollzugsdienst - Fachkraft;3 231;3 276;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
53213 Polizeivollzugsdienst - Spezialist;4 483;4 457;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
53214 Polizeivollzugsdienst - Experte;6 185;6 315;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
53222 Kriminaldienst - Fachkraft;.;.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
53223 Kriminaldienst - Spezialist;.;.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
53224 Kriminaldienst - Experte;3 599;3 531;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
53232 Gerichtsvollzug - Fachkraft;.;.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
53233 Gerichtsvollzug - Spezialist;.;.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
53241 Justizvollzugsdienst - Helfer;2 623;2 673;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
53242 Justizvollzugsdienst - Fachkraft;3 668;3 638;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
53243 Justizvollzugsdienst - Spezialist;4 291;4 333;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
53244 Justizvollzugsdienst - Experte;6 140;6 278;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
53312 Gewerbeaufsicht - Fachkraft;3 351;3 385;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
53313 Gewerbeaufsicht - Spezialist;4 364;4 378;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
53314 Gewerbeaufsicht - Experte;6 186;6 299;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
53322 Gesundheitsaufs.,Hygieneüberw.-Fachkraft;4 227;4 309;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
53323 Gesundheitsaufs.Hygieneüberw.-Spezialist;4 250;4 387;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
53332 Lebensmittelkontrolle - Fachkraft;3 335;3 642;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
53333 Lebensmittelkontrolle - Spezialist;3 778;4 112;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
53342 Desinfekt., Schädlingsbekämpf.-Fachkraft;3 327;3 566;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
53393 Aufsicht-Gewerbe-, Gesundheitsaufsicht;.;.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
53394 Führung-Gewerbe-, Gesundheitsaufsicht;.;.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
54101 Reinigung (o.S.) - Helfer;2 388;2 464;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
54112 Gebäudereinigung - Fachkraft;2 520;2 573;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
54113 Gebäudereinigung - Spezialist;3 656;3 695;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
54122 Glas-, Fensterreinigung - Fachkraft;3 222;2 997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
54132 Textilreinigung - Fachkraft;2 280;2 426;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
54142 Maschinen-, Anlagenreinigung - Fachkraft;(3 378);(3 583);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
54152 Fahrzeugreinigung - Fachkraft;2 531;2 717;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
54182 Reinigung (s.s.T.) - Fachkraft;2 871;2 956;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
54193 Aufsicht - Reinigung;3 748;3 994;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61112 Einkauf - Fachkraft;3 956;4 357;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61113 Einkauf - Spezialist;4 813;5 279;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61122 Vertrieb (außer IKT) - Fachkraft;4 002;4 544;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61123 Vertrieb (außer IKT) - Spezialist;5 174;5 660;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61124 Vertrieb (außer IKT) - Experte;6 462;6 997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61132 Handelsmakler,Auktionatoren - Fachkraft;/;/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61133 Handelsmakler,Auktionatoren - Spezialist;/;/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61142 Kaufleute Automatenservice - Fachkraft;2 416;2 603;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61152 Geld- und Pfandverleih - Fachkraft;.;.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61162 Verleih (außer Geld u. Pfand) -Fachkraft;3 000;3 195;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61194 Führung - Einkauf  und Vertrieb;7 143;7 857;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61203 Kaufleute im Handel (o.S.) - Spezialist;5 252;5 252;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61204 Kaufleute im Handel (o.S.) - Experte;/;/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61212 Kaufleute Groß-, Außenhandel - Fachkraft;3 426;3 910;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61213 Kaufleute Groß-, Außenhandel -Spezialist;5 486;6 186;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61214 Kaufleute Groß-, Außenhandel - Experte;(5 859);(6 768);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61282 Kaufleute im Handel (s.s.T) - Fachkraft;(3 927);(4 664);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61283 Kaufleute im Handel (s.s.T) - Spezialist;4 571;5 269;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61284 Kaufleute im Handel (s.s.T.) - Experte;(6 380);(7 688);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61294 Führung - Handel;/;/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61312 Immobilienvermarktung,-verwal.-Fachkraft;3 810;4 201;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61313 Immobilienvermarktung,verwal.-Spezialist;(3 730);(4 646);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61314 Immobilienvermarktung,-verwal.-Experte;(6 872);(6 775);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61323 Facility-Management - Spezialist;4 000;4 529;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61394 Führung-Immobilienwirt., Facility-Manag.;(5 265);(5 465);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62101 Verkauf (ohne Produktspezialis.)-Helfer;(2 273);(2 199);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62102 Verkauf (ohne Produktspezial.)-Fachkraft;2 776;3 076;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62103 Verkauf (ohne Produktspez.) - Spezialist;3 865;4 109;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62112 Kassierer, Kartenverkäufer - Fachkraft;2 603;2 760;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62122 Verkaufsstand-,Marktverkäufer -Fachkraft;(3 312);(3 288);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62182 Verkauf (o. Produktspez) (ssT)-Fachkraft;3 826;4 422;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62183 Verkauf (o. Produktspez)(ssT)-Spezialist;3 500;3 765;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62193 Aufsicht - Verkauf;3 967;4 381;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62194 Führung - Verkauf;4 500;5 237;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62212 Verkauf (Bekleid.,Leder,Sport)-Fachkraft;2 380;2 382;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62222 Verkauf (Schmuck, Uhren) - Fachkraft;/;/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62232 Verkauf (Büro,Geschenk,Spiel)-Fachkraft;(2 145);(2 507);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62242 Verkauf (Elektro-,Hauswaltsw.)-Fachkraft;2 755;3 052;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62252 Verkauf (Möbel, Einrichtung)-Fachkraft;3 198;3 654;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62262 Verkauf (Garten,Heimwerk,Tier)-Fachkraft;2 834;2 959;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62272 Verkauf (KFZ, Zweirad,Zubehör)-Fachkraft;3 875;4 742;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62282 Verkauf (ssT) - Fachkraft;(2 358);(2 752);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62301 Verkauf Lebensmittel (o.S.) - Helfer;/;/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62302 Verkauf Lebensmittel (o.S.) - Fachkraft;2 657;2 739;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62312 Verkauf Back-,Konditoreiwaren-Fachkraft;2 349;2 451;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62322 Verkauf von Fleischwaren - Fachkraft;2 369;2 421;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62382 Verkauf Lebensmittel (s.s.T.)-Fachkraft;/;/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62412 Verkauf drog.apotheken.Waren-Fachkraft;2 782;2 888;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62422 Verkauf Sanitäts,Medizinbedarf-Fachkraft;/;/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62512 Buchhandel - Fachkraft;2 233;2 385;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62513 Buchhandel - Spezialist;.;.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62514 Buchhandel - Experte;.;.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62522 Kunst-, Antiquitätenhandel - Fachkraft;.;.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62532 Musikfachhandel - Fachkraft;.;.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63112 Tourismuskaufleute - Fachkraft;2 939;3 153;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63113 Tourismuskaufleute - Spezialist;4 150;4 294;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63114 Tourismuskaufleute - Experte;(5 000);(5 529);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63122 Sport-,Fitnesskaufl.Sportmanag-Fachkraft;(2 472);(2 860);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63123 Sport,Fitnesskaufl.Sportmanag-Spezialist;(3 027);(3 710);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
