,ISCO-Code,Stellung im Beruf,is_supervisor,self_employed,n_employees,Anzahl,control_work,control_daily,Bezeichnung
5995,8159,Selbstständige ohne Beschäftigte,0,1,0.0,0,4,2,"Bediener von Maschinen zur Herstellung von Textil-, Pelz- und Lederwaren, anderweitig nicht genannt"
6000,8160,Selbstständige mit Beschäftigten,0,1,5.0,2490,4,2,Bediener von Maschinen zur Herstellung von Nahrungs- und Genussmitteln
6005,8160,Selbstständige ohne Beschäftigte,0,1,0.0,1410,4,2,Bediener von Maschinen zur Herstellung von Nahrungs- und Genussmitteln
6010,8171,Selbstständige mit Beschäftigten,0,1,5.0,0,4,2,Bediener von Anlagen zur Zellstoff- und Papierherstellung
6015,8171,Selbstständige ohne Beschäftigte,0,1,0.0,0,4,2,Bediener von Anlagen zur Zellstoff- und Papierherstellung
6020,8172,Selbstständige mit Beschäftigten,0,1,5.0,380,4,2,Bediener von Anlagen zur Holzaufbereitung
6025,8172,Selbstständige ohne Beschäftigte,0,1,0.0,370,4,2,Bediener von Anlagen zur Holzaufbereitung
6030,8181,Selbstständige mit Beschäftigten,0,1,5.0,330,4,2,Bediener von Anlagen zur Glas- und Keramikherstellung
6035,8181,Selbstständige ohne Beschäftigte,0,1,0.0,0,4,2,Bediener von Anlagen zur Glas- und Keramikherstellung
6040,8182,Selbstständige mit Beschäftigten,0,1,5.0,0,4,2,Bediener von Dampfmaschinen und -kesseln
6045,8182,Selbstständige ohne Beschäftigte,0,1,0.0,0,4,2,Bediener von Dampfmaschinen und -kesseln
6050,8183,Selbstständige mit Beschäftigten,0,1,5.0,0,4,2,"Bediener von Verpackungs-, Abfüll- und Etikettiermaschinen"
6055,8183,Selbstständige ohne Beschäftigte,0,1,0.0,0,4,2,"Bediener von Verpackungs-, Abfüll- und Etikettiermaschinen"
6060,8189,Selbstständige mit Beschäftigten,0,1,5.0,410,4,2,"Bediener stationärer Anlagen und Maschinen, anderweitig nicht genannt"
6065,8189,Selbstständige ohne Beschäftigte,0,1,0.0,430,4,2,"Bediener stationärer Anlagen und Maschinen, anderweitig nicht genannt"
6070,8211,Selbstständige mit Beschäftigten,0,1,5.0,650,4,2,Berufe der Montage von mechanischen Bauteilen
6075,8211,Selbstständige ohne Beschäftigte,0,1,0.0,940,4,2,Berufe der Montage von mechanischen Bauteilen
6080,8212,Selbstständige mit Beschäftigten,0,1,5.0,0,4,2,Berufe der Montage von elektrischen und elektronischen Geräten
6085,8212,Selbstständige ohne Beschäftigte,0,1,0.0,250,4,2,Berufe der Montage von elektrischen und elektronischen Geräten
6090,8219,Selbstständige mit Beschäftigten,0,1,5.0,0,4,2,"Montageberufe, anderweitig nicht genannt"
6095,8219,Selbstständige ohne Beschäftigte,0,1,0.0,0,4,2,"Montageberufe, anderweitig nicht genannt"
6100,8311,Selbstständige mit Beschäftigten,0,1,5.0,0,4,2,Lokomotivführer
6105,8311,Selbstständige ohne Beschäftigte,0,1,0.0,0,4,2,Lokomotivführer
6110,8312,Selbstständige mit Beschäftigten,0,1,5.0,0,4,2,"Bediener von Sicherungs-, Signal- und Leittechnik im Schienennetzbetrieb"
6115,8312,Selbstständige ohne Beschäftigte,0,1,0.0,0,4,2,"Bediener von Sicherungs-, Signal- und Leittechnik im Schienennetzbetrieb"
6120,8321,Selbstständige mit Beschäftigten,0,1,5.0,0,4,2,Kraftradfahrer
6125,8321,Selbstständige ohne Beschäftigte,0,1,0.0,0,4,2,Kraftradfahrer
6130,8322,Selbstständige mit Beschäftigten,0,1,5.0,10270,4,2,"Personenkraftwagen-, Taxi-, Kleintransporter- und Kleinbusfahrer"
6135,8322,Selbstständige ohne Beschäftigte,0,1,0.0,8580,4,2,"Personenkraftwagen-, Taxi-, Kleintransporter- und Kleinbusfahrer"
6140,8331,Selbstständige mit Beschäftigten,0,1,5.0,1280,4,2,Busfahrer und Straßenbahnführer
6145,8331,Selbstständige ohne Beschäftigte,0,1,0.0,790,4,2,Busfahrer und Straßenbahnführer
6150,8332,Selbstständige mit Beschäftigten,0,1,5.0,7350,4,2,Fahrer schwerer Lastkraftwagen
6155,8332,Selbstständige ohne Beschäftigte,0,1,0.0,4350,4,2,Fahrer schwerer Lastkraftwagen
6160,8341,Selbstständige mit Beschäftigten,0,1,5.0,400,4,2,Führer von mobilen land- und forstwirtschaftlichen Maschinen
6165,8341,Selbstständige ohne Beschäftigte,0,1,0.0,350,4,2,Führer von mobilen land- und forstwirtschaftlichen Maschinen
6170,8342,Selbstständige mit Beschäftigten,0,1,5.0,2380,4,2,Führer von Erdbewegungs- und verwandten Maschinen
6175,8342,Selbstständige ohne Beschäftigte,0,1,0.0,1720,4,2,Führer von Erdbewegungs- und verwandten Maschinen
6180,8343,Selbstständige mit Beschäftigten,0,1,5.0,280,4,2,"Kranführer, Aufzugmaschinisten und Bediener verwandter Hebeeinrichtungen"
6185,8343,Selbstständige ohne Beschäftigte,0,1,0.0,420,4,2,"Kranführer, Aufzugmaschinisten und Bediener verwandter Hebeeinrichtungen"
6190,8344,Selbstständige mit Beschäftigten,0,1,5.0,0,4,2,Gabelstaplerfahrer und verwandte Berufe
6195,8344,Selbstständige ohne Beschäftigte,0,1,0.0,0,4,2,Gabelstaplerfahrer und verwandte Berufe
6200,8350,Selbstständige mit Beschäftigten,0,1,5.0,0,4,2,Deckspersonal auf Schiffen und verwandte Berufe
6205,8350,Selbstständige ohne Beschäftigte,0,1,0.0,0,4,2,Deckspersonal auf Schiffen und verwandte Berufe
6210,9111,Selbstständige mit Beschäftigten,0,1,5.0,1980,4,2,Reinigungspersonal und Hilfskräfte in Privathaushalten
6215,9111,Selbstständige ohne Beschäftigte,0,1,0.0,3420,4,2,Reinigungspersonal und Hilfskräfte in Privathaushalten
6220,9112,Selbstständige mit Beschäftigten,0,1,5.0,11250,4,2,"Reinigungspersonal und Hilfskräfte in Büros, Hotels und anderen Einrichtungen"
6225,9112,Selbstständige ohne Beschäftigte,0,1,0.0,9470,4,2,"Reinigungspersonal und Hilfskräfte in Büros, Hotels und anderen Einrichtungen"
6230,9121,Selbstständige mit Beschäftigten,0,1,5.0,0,4,2,Handwäscher und Handbügler
6235,9121,Selbstständige ohne Beschäftigte,0,1,0.0,0,4,2,Handwäscher und Handbügler
6240,9122,Selbstständige mit Beschäftigten,0,1,5.0,920,4,2,Fahrzeugreiniger
6245,9122,Selbstständige ohne Beschäftigte,0,1,0.0,740,4,2,Fahrzeugreiniger
6250,9123,Selbstständige mit Beschäftigten,0,1,5.0,640,4,2,Fensterputzer
6255,9123,Selbstständige ohne Beschäftigte,0,1,0.0,590,4,2,Fensterputzer
6260,9129,Selbstständige mit Beschäftigten,0,1,5.0,2500,4,2,Sonstiges Reinigungspersonal
6265,9129,Selbstständige ohne Beschäftigte,0,1,0.0,1220,4,2,Sonstiges Reinigungspersonal
6270,9211,Selbstständige mit Beschäftigten,0,1,5.0,340,4,2,Hilfsarbeiter im Ackerbau
6275,9211,Selbstständige ohne Beschäftigte,0,1,0.0,420,4,2,Hilfsarbeiter im Ackerbau
6280,9212,Selbstständige mit Beschäftigten,0,1,5.0,220,4,2,Hilfsarbeiter in der Tierhaltung
6285,9212,Selbstständige ohne Beschäftigte,0,1,0.0,290,4,2,Hilfsarbeiter in der Tierhaltung
6290,9213,Selbstständige mit Beschäftigten,0,1,5.0,1520,4,2,Hilfsarbeiter in Ackerbau und Tierhaltung (ohne ausgeprägten Schwerpunkt)
6295,9213,Selbstständige ohne Beschäftigte,0,1,0.0,1540,4,2,Hilfsarbeiter in Ackerbau und Tierhaltung (ohne ausgeprägten Schwerpunkt)
6300,9214,Selbstständige mit Beschäftigten,0,1,5.0,1300,4,2,Hilfsarbeiter im Gartenbau
6305,9214,Selbstständige ohne Beschäftigte,0,1,0.0,1590,4,2,Hilfsarbeiter im Gartenbau
6310,9215,Selbstständige mit Beschäftigten,0,1,5.0,820,4,2,Hilfsarbeiter in der Forstwirtschaft
6315,9215,Selbstständige ohne Beschäftigte,0,1,0.0,870,4,2,Hilfsarbeiter in der Forstwirtschaft
6320,9216,Selbstständige mit Beschäftigten,0,1,5.0,0,4,2,Hilfsarbeiter in der Fischerei und Aquakultur
6325,9216,Selbstständige ohne Beschäftigte,0,1,0.0,0,4,2,Hilfsarbeiter in der Fischerei und Aquakultur
6330,9311,Selbstständige mit Beschäftigten,0,1,5.0,0,4,2,Hilfsarbeiter im Bergbau und in der Gewinnung von Steinen und Erden
6335,9311,Selbstständige ohne Beschäftigte,0,1,0.0,0,4,2,Hilfsarbeiter im Bergbau und in der Gewinnung von Steinen und Erden
6340,9312,Selbstständige mit Beschäftigten,0,1,5.0,820,4,2,Hilfsarbeiter im Tiefbau
6345,9312,Selbstständige ohne Beschäftigte,0,1,0.0,580,4,2,Hilfsarbeiter im Tiefbau
6350,9313,Selbstständige mit Beschäftigten,0,1,5.0,3940,4,2,Hilfsarbeiter im Hochbau
6355,9313,Selbstständige ohne Beschäftigte,0,1,0.0,4090,4,2,Hilfsarbeiter im Hochbau
6360,9321,Selbstständige mit Beschäftigten,0,1,5.0,420,4,2,Verpacker
6365,9321,Selbstständige ohne Beschäftigte,0,1,0.0,0,4,2,Verpacker
6370,9329,Selbstständige mit Beschäftigten,0,1,5.0,1990,4,2,"Hilfsarbeiter bei der Herstellung von Waren, anderweitig nicht genannt"
6375,9329,Selbstständige ohne Beschäftigte,0,1,0.0,2260,4,2,"Hilfsarbeiter bei der Herstellung von Waren, anderweitig nicht genannt"
6380,9331,Selbstständige mit Beschäftigten,0,1,5.0,0,4,2,Führer von Handwagen und pedalbetriebenen Fahrzeugen
6385,9331,Selbstständige ohne Beschäftigte,0,1,0.0,260,4,2,Führer von Handwagen und pedalbetriebenen Fahrzeugen
6390,9332,Selbstständige mit Beschäftigten,0,1,5.0,0,4,2,Führer von Fahrzeugen und Maschinen mit Zugtierantrieb
6395,9332,Selbstständige ohne Beschäftigte,0,1,0.0,0,4,2,Führer von Fahrzeugen und Maschinen mit Zugtierantrieb
6400,9333,Selbstständige mit Beschäftigten,0,1,5.0,2650,4,2,Frachtarbeiter und verwandte Berufe
6405,9333,Selbstständige ohne Beschäftigte,0,1,0.0,2110,4,2,Frachtarbeiter und verwandte Berufe
6410,9334,Selbstständige mit Beschäftigten,0,1,5.0,520,4,2,Regalbetreuer und -auffüller
6415,9334,Selbstständige ohne Beschäftigte,0,1,0.0,600,4,2,Regalbetreuer und -auffüller
6420,9411,Selbstständige mit Beschäftigten,0,1,5.0,2660,4,2,Zubereiter von Fast Food und anderen Imbissen
6425,9411,Selbstständige ohne Beschäftigte,0,1,0.0,680,4,2,Zubereiter von Fast Food und anderen Imbissen
6430,9412,Selbstständige mit Beschäftigten,0,1,5.0,780,4,2,Küchenhilfen
6435,9412,Selbstständige ohne Beschäftigte,0,1,0.0,550,4,2,Küchenhilfen
6440,9510,Selbstständige mit Beschäftigten,0,1,5.0,0,4,2,Auf der Straße arbeitende Dienstleistungskräfte und verwandte Berufe
6445,9510,Selbstständige ohne Beschäftigte,0,1,0.0,0,4,2,Auf der Straße arbeitende Dienstleistungskräfte und verwandte Berufe
6450,9520,Selbstständige mit Beschäftigten,0,1,5.0,0,4,2,Straßenverkäufer (ohne Lebensmittel)
6455,9520,Selbstständige ohne Beschäftigte,0,1,0.0,0,4,2,Straßenverkäufer (ohne Lebensmittel)
6460,9611,Selbstständige mit Beschäftigten,0,1,5.0,0,4,2,Arbeiter in der Abfall- und Wertstoffsammlung
6465,9611,Selbstständige ohne Beschäftigte,0,1,0.0,0,4,2,Arbeiter in der Abfall- und Wertstoffsammlung
6470,9612,Selbstständige mit Beschäftigten,0,1,5.0,1030,4,2,Arbeiter in der Abfallsortierung
6475,9612,Selbstständige ohne Beschäftigte,0,1,0.0,720,4,2,Arbeiter in der Abfallsortierung
6480,9613,Selbstständige mit Beschäftigten,0,1,5.0,0,4,2,Straßenkehrer und verwandte Berufe
6485,9613,Selbstständige ohne Beschäftigte,0,1,0.0,0,4,2,Straßenkehrer und verwandte Berufe
6490,9621,Selbstständige mit Beschäftigten,0,1,5.0,680,4,2,"Boten, Paketauslieferer und Gepäckträger"
6495,9621,Selbstständige ohne Beschäftigte,0,1,0.0,860,4,2,"Boten, Paketauslieferer und Gepäckträger"
6500,9622,Selbstständige mit Beschäftigten,0,1,5.0,0,4,2,Gelegenheitsarbeiter
6505,9622,Selbstständige ohne Beschäftigte,0,1,0.0,0,4,2,Gelegenheitsarbeiter
6510,9623,Selbstständige mit Beschäftigten,0,1,5.0,1240,4,2,"Zählerableser, Automatenbefüller und -kassierer"
6515,9623,Selbstständige ohne Beschäftigte,0,1,0.0,760,4,2,"Zählerableser, Automatenbefüller und -kassierer"
6520,9624,Selbstständige mit Beschäftigten,0,1,5.0,0,4,2,Wasserträger und Brennholzsammler
6525,9624,Selbstständige ohne Beschäftigte,0,1,0.0,0,4,2,Wasserträger und Brennholzsammler
6530,9629,Selbstständige mit Beschäftigten,0,1,5.0,710,4,2,"Hilfsarbeitskräfte, anderweitig nicht genannt"
6535,9629,Selbstständige ohne Beschäftigte,0,1,0.0,610,4,2,"Hilfsarbeitskräfte, anderweitig nicht genannt"
